זמן תשובה,רב,תשובה
2025-10-04 18:36:49,הרב צביקה,צריך בסיר כלי ראשון
2025-10-04 18:37:11,הרב צביקה,לרוב הפוסקים אסור מצה רגילה
2025-10-04 18:37:38,הרב צביקה,ניתן לסמוך על.פירורים קטנים
2025-10-04 18:37:55,הרב צביקה,תרופות.ללא טעם לא צריכות.כשרות
2025-10-04 20:43:43,הרב צביקה,המכסה צריך ליבון
2025-10-04 20:43:57,הרב צביקה,חמץ גמור
2025-10-04 20:45:17,הרב צביקה,תלוי מה מכיל
2025-10-04 21:40:05,הרב צביקה,השמרים עצמם הם חמץ
2025-10-04 22:07:55,הרב צביקה,"לענין שמרים - לאחר בירור, השמרים בימינו נעשים מכימיקלים בלבד."
2025-10-04 22:48:52,הרב צביקה,אם יש טעם צריך כשרות
2025-10-04 22:49:17,הרב צביקה,ניתן אם עבר על כל הכלים 24 שעות
2025-10-04 23:03:57,הרב צביקה,אפשר
2025-11-04 07:13:48,הרב צביקה,תלוי ממה עשוי האלכהול.
2025-11-04 07:14:46,הרב צביקה,"כל שאין ידיעה שיש בעייה עם רבנות מסוימת מחו""ל"
2025-11-04 07:15:43,הרב צביקה,מותר להגיד תפילת הדרך בכל מצב
2025-11-04 09:17:45,הרב צביקה,כן
2025-11-04 10:15:30,הרב צביקה,מותר
2025-11-04 11:56:10,הרב צביקה,אפשר
2025-11-04 11:56:42,הרב צביקה,נראה בסדר גמור
2025-11-04 13:18:33,הרב צביקה,יש עניין
2025-11-04 14:27:09,הרב צביקה,עבודת יד קשה לשער כי כל מצה שונה
2025-11-04 14:27:33,הרב צביקה,צריך שאם דוחסים יהיה כגודל קופסת גפרורים
2025-11-04 15:13:26,הרב צביקה,צריך ליבון חמור לפלטות
2025-11-04 16:51:23,הרב צביקה,מאד בעייתי
2025-11-04 16:51:44,הרב צביקה,בעקרון מותר
2025-11-04 17:07:00,הרב צביקה,אם הכל היה בקר אפשר על ידי ניקוי
2025-11-04 17:07:26,הרב צביקה,זה מצוין
2025-11-04 17:07:52,הרב צביקה,מצה רגילה
2025-11-04 17:08:06,הרב צביקה,לספרדים יכול לשים מצה שלמה במים רותחים
2025-11-04 17:54:36,הרב צביקה,כן
2025-11-04 17:59:28,הרב צביקה,לא נחשב קטניות כי נעשה מהשורש של הצמח.
2025-11-04 18:00:47,הרב צביקה,כן
2025-11-04 18:00:57,הרב צביקה,"אם לא עשו,  עושים גם בחול המועד"
2025-11-04 18:28:21,הרב צביקה,לנפות
2025-01-05 00:01:23,הרב צביקה,"אם יום שלם הוא ספר לא נכון, נחשב כאילו לא ספר, וממשיך לספור ללא ברכה"
2025-01-05 06:59:26,הרב צביקה,אם תיקן באותו יום ממשיך בברכה
2025-01-05 10:46:55,הרב צביקה,כן
2025-01-05 15:46:29,הרב צביקה,לא
2025-01-05 18:21:51,הרב צביקה,לא מכיר כזו שיטה
2025-01-05 18:22:50,הרב צביקה,צריך לשרות במי סבון כלים
2025-01-05 19:55:51,הרב צביקה,מסיום יום העצמאות חוזרים דיני אבלות.
2025-01-05 21:36:33,הרב צביקה,"לאשכנזים - צריך שלא יהיה בכלל נוזל, גם לא קרוש."
2025-01-05 21:37:24,הרב צביקה,"לשים מאכל נוזלי על פלטה כבויה הילקוט יוסף מתיר, השש""כ מתיר לצורך כגון לתינוק"
2025-02-05 13:23:59,הרב צביקה,חיובי
2025-02-05 16:38:41,הרב צביקה,לא צריך
2025-02-05 16:39:08,הרב צביקה,לומר את הנוסח ולהבין
2025-02-05 16:39:32,הרב צביקה,לא צריך לקבור
2025-02-05 16:48:21,הרב צביקה,לא
2025-02-05 16:48:26,הרב צביקה,רק ווקאלי
2025-02-05 18:32:09,הרב צביקה,"לאשכנזים אם השתמשו פעם בסכין בכלי ראשון, הכלי נחשב כאילו בושל בו בשרי"
2025-02-05 18:32:20,הרב צביקה,לספרדים רק אם הסכין בת יומה
2025-03-05 20:50:10,הרב צביקה,הכנסת לכלי ראשון
2025-03-05 20:53:10,הרב צביקה,כן
2025-03-05 21:11:37,הרב צביקה,יבש לא מבליע
2025-04-05 10:12:41,הרב צביקה,מהרווח בלבד
2025-04-05 15:58:04,הרב צביקה,מותר
2025-04-05 19:49:17,הרב צביקה,להמשיך בלי ברכה
2025-04-05 19:49:43,הרב צביקה,מותר אם התנור היה נקי
2025-04-05 20:14:13,הרב צביקה,אם ספרת בין השמשות כלומר אחרי השקיעה ולפני צאת הכוכבים יצאת
2025-05-05 04:50:26,הרב צביקה,שלא רואים בעין חתיכות או שומן
2025-05-05 06:38:08,הרב צביקה,מותר
2025-05-05 06:38:36,הרב צביקה,אם לא יודעים מי תרם אי אפשר לסמוך על זה
2025-05-05 07:54:50,הרב צביקה,"השו""ע מתיר אם זה להתלמד ולהבין. (שו""ע יו""ד קמא, ד)"
2025-05-05 07:55:11,הרב צביקה,מותר
2025-05-05 08:51:20,הרב צביקה,אפשר
2025-05-05 08:53:07,הרב צביקה,רק היא ממש מרגישה צורך ולא יכולה בלי (בולמוס)
2025-05-05 08:54:50,הרב צביקה,לדבר איתה
2025-05-05 12:57:05,הרב צביקה,לספרדים מותר
2025-05-05 13:21:59,הרב צביקה,ספק מי העיקר
2025-06-05 07:16:06,הרב גבריאל פאל,שלום הרב
2025-06-05 07:24:10,הרב צביקה,אצלנו בציבור לא נראה שיש יוהרה כי הלבוש מגוון
2025-06-05 13:11:09,הרב צביקה,לא
2025-06-05 13:54:46,הרב צביקה,ביום לד לעומר
2025-06-05 15:11:09,הרב צביקה,מותר יום לפני שבועות
2025-06-05 16:28:35,הרב צביקה,"אשכנזים בכל מקרה יכולים להסתפר ב ל""ג בעומר"
2025-06-05 17:32:31,הרב צביקה,כן
2025-07-05 18:00:17,הרב צביקה,מותר לאכול חמץ
2025-07-05 18:00:45,הרב צביקה,מי שהיה טמא גם בפסח וגם בפסח שני אין לו תקנה להקריב
2025-07-05 19:27:15,הרב צביקה,מובא במקובלים שלא להסתפר בלילה
2025-07-05 19:30:48,הרב צביקה,לא
2025-07-05 19:30:57,הרב צביקה,לכבוד שבת הבאה מותר
2025-07-05 22:35:49,הרב צביקה,האוכל מותר באכילה
2025-07-05 22:50:11,הרב צביקה,"אם האוכל שייך לכולם בשותפות, אם כולם עשו מכירת חמץ יהיה מותר לאכול."
2025-07-05 22:57:41,הרב צביקה,עמישי לא יכול למכור חמץ ששייך למישהו פרטי.
2025-08-05 08:26:57,הרב צביקה,רק אם אין ברירה?  ויהיה חילול ה' אם הוא לא יתןֶ
2025-08-05 15:12:27,הרב צביקה,"לדעת השוע צריך לברך שעשה אתה הים הגדול,  אבל רוב האחרונים חלקו על זה (משנה ברורה וילקוט יוסף) וכתבו לברך עושה מעשה בראשית"
2025-08-05 16:35:36,הרב צביקה,כן
2025-08-05 16:36:29,הרב צביקה,"ניתן להנות בגלל הספק, גם אם יהודי הדליק הוא לא הדליק בשבילך"
2025-08-05 16:38:31,הרב צביקה,כל ראיה
2025-08-05 16:41:09,הרב צביקה,ויש הרבה שסוברים שחשמל זה איסור דרבנן
2025-08-05 16:41:27,הרב צביקה,במקום ספק ניתן להקל
2025-08-05 18:07:41,הרב צביקה,המיקסר קצת מתחמם ומתלכלך.
2025-08-05 18:07:56,הרב צביקה,במקום צורך
2025-08-05 18:08:25,הרב צביקה,לכתחילה צריך לשמור 6
2025-08-05 18:08:41,הרב צביקה,אתה צריך ללכת על פי אביך ‎<This message was edited>
2025-08-05 19:26:33,הרב צביקה,אסור
2025-08-05 19:26:39,הרב צביקה,כן
2025-08-05 20:16:26,הרב צביקה,"אם עושים רק בשביל הקורס לאנשים שבכל מקרה לא מקפידים על ההלכה, ויש הפסד גדול אפשר להקל"
2025-08-05 20:16:43,הרב צביקה,אפשר להשתתף כי זו סעודת מצווה
2025-09-05 08:26:17,הרב צביקה,כל הקמתם היא על תנאי
2025-09-05 08:42:29,הרב צביקה,נכון
2025-09-05 08:42:39,הרב צביקה,מותר
2025-09-05 12:59:18,הרב צביקה,מותר
2025-09-05 14:27:17,הרב צביקה,אם הוא עדיין שבע
2025-10-05 23:03:26,הרב צביקה,אסור כי זה גרם הדלקה
2025-11-05 04:58:13,הרב צביקה,"חז""ל שקבעו את נוסח הברכות, קבעו ברכה מיוחדת למי ששכח רצה ועדיין לא התחיל הטוב והמטיב, מאחר והברכה הרביעית של ברכת המזון היא תוספת מדרבנן לשלושת הברכות הראשונות שהן מהתורה."
2025-11-05 13:59:43,הרב צביקה,יום חמישי אחרי צאת הכוכבים
2025-11-05 15:07:38,הרב צביקה,יש בזה מחלוקת האם הספירה בין השמשות מועילה ליום שלפני.
2025-11-05 18:16:24,הרב צביקה,לא
2025-11-05 19:32:58,הרב צביקה,לא
2025-11-05 19:49:20,הרב צביקה,הפסטה מותרת באכילה
2025-11-05 22:09:06,הרב צביקה,אם זה כדי להזהיר מותר ומצווה
2025-12-05 08:22:38,הרב צביקה,"אם ההקלטה נועדה רק לצורך פרטי על מנת.לחזור על החומר, אין איסור"
2025-12-05 13:26:58,הרב צביקה,"לא, אלא אם כן זה דחוף"
2025-12-05 13:27:17,הרב צביקה,"לא, אבל יש מצווה לנסות שלא יסבול"
2025-12-05 13:27:23,הרב צביקה,לא
2025-12-05 13:28:57,הרב צביקה,אסור לקנות בגדים כולל ציצית כי מברכים עליהם שהחיינו
2025-12-05 13:29:10,הרב צביקה,למדוד ולא לקנות מותר
2025-12-05 13:33:07,הרב צביקה,"מל""ג בעומר מפסיקים דיני האבלות"
2025-12-05 14:20:25,הרב צביקה,"על פי הקבלה יש עניין לא להסתפר עד ערב שבועות,"
2025-12-05 14:21:16,הרב צביקה,יש איסור לצער בעלי חיים
2025-12-05 18:00:47,הרב צביקה,כן
2025-01-06 11:37:54,הרב צביקה,מותר להכין בחג רק לצורך החג
2025-01-06 11:38:32,הרב צביקה,לא. חובה
2025-01-06 15:31:47,הרב צביקה,"אם מדובר באדם דעושה רק רע וכל מעשיו נגד ה', ניתן לקלל."
2025-01-06 15:32:24,הרב צביקה,מותר לבשל / לאפות / לחמם בחג בכל אמצעי חימום
2025-01-06 15:40:00,הרב צביקה,צריך להקפיד לפתוח את דלת התנור כשהנורה דולקת
2025-01-06 16:20:53,הרב צביקה,נורה שמראה על חימום
2025-01-06 16:21:06,הרב צביקה,אם אין ניתן בלי
2025-01-06 17:35:09,הרב צביקה,כן
2025-01-06 18:14:03,הרב צביקה,כן
2025-01-06 18:14:27,הרב צביקה,"או לאכול משהו לפני חצות, שלא תהיה תענית בחג"
2025-01-06 18:15:08,הרב צביקה,לספרדים מותר
2025-01-06 18:15:31,הרב צביקה,שבועות יש להשתדל לעשות קידוש אחר צאת הכוכבים
2025-01-06 18:16:04,הרב צביקה,20:06
2025-01-06 18:16:27,הרב צביקה,במקרה הצורך אפשר קודם
2025-01-06 18:58:15,הרב צביקה,אפשר להקפיא
2025-03-06 07:34:39,הרב צביקה,"חתם סופר פ""ת נחשב ככשרות רגילה לא כמהודרת"
2025-03-06 07:34:47,הרב צביקה,זה מה שאני מכיר
2025-03-06 07:35:17,הרב צביקה,דברים כאלה יש בהם שינויים וצריך להתעדכן מידי פעם
2025-03-06 20:54:51,הרב צביקה,ברכת מזונות לא מוציאה.
2025-03-06 22:26:20,הרב צביקה,מים רק אם הוא צמא
2025-04-06 18:13:25,הרב צביקה,צריך לשים הודעה
2025-04-06 22:34:22,הרב צביקה,צריך
2025-04-06 22:50:45,הרב צביקה,מותר
2025-05-06 08:39:12,הרב צביקה,כן
2025-05-06 08:39:37,הרב צביקה,"שם הורים ביולוגים, אם יודעים"
2025-05-06 12:59:50,הרב צביקה,יאמר
2025-05-06 13:00:10,הרב צביקה,אדם מחוייב להמשיך את מסורת אבותיו
2025-05-06 14:31:34,הרב צביקה,אפשר בים
2025-05-06 15:44:43,הרב צביקה,חיובי
2025-05-06 17:29:38,הרב צביקה,לא
2025-05-06 18:13:47,הרב צביקה,לא רואה בעיה בזה
2025-05-06 18:13:54,הרב צביקה,"צ""ע"
2025-05-06 18:14:12,הרב צביקה,מותר
2025-05-06 18:54:47,הרב צביקה,תקין להכשיר
2025-05-06 18:55:13,הרב צביקה,נראה שלא אכפת לו מהבידוד
2025-05-06 19:07:33,הרב צביקה,זה כלי שמלאכתו להיתר
2025-05-06 19:09:53,הרב צביקה,אין מלאכה לקלקל
2025-05-06 19:17:51,הרב צביקה,אם יש מלאכה
2025-05-06 19:18:18,הרב צביקה,אם יש לו שימוש בזה מותר אפילו בכלי שמלאכתו לאיסור
2025-06-06 18:26:33,הרב צביקה,אפשר
2025-06-06 18:57:39,הרב צביקה,לא מברכים שנחיינו על נעלים
2025-07-06 23:40:44,הרב צביקה,ניתן להשתמש
2025-08-06 04:54:02,הרב צביקה,מקום שיש ספק צריך להפריש בלי ברכה
2025-08-06 06:28:53,הרב צביקה,אם אין תעודת כשרות
2025-08-06 07:21:57,הרב צביקה,לא
2025-08-06 10:13:20,הרב צביקה,בספק ניתן להקל
2025-08-06 11:41:13,הרב צביקה,לקרובי משפחה עניים
2025-08-06 12:17:47,הרב צביקה,לא פטרת אם לא כיוונת על התפוח
2025-09-06 17:25:20,הרב צביקה,"ראה שזה עושה הרבה בעיות בשלום בית, כבר חז""ל קראו לשתי נשים ""צרות"""
2025-09-06 17:27:52,הרב צביקה,"נחשב סימן (רמב""ם הלכות גזלה ואבדה פרק טו הלכה ח)"
2025-09-06 17:28:12,הרב צביקה,לא צריך התרת נדרים
2025-11-06 11:41:36,הרב צביקה,צריך להחזיק ביד
2025-11-06 13:42:47,הרב צביקה,אסור
2025-11-06 14:50:13,הרב צביקה,כי התורה אסרה דם בהמה
2025-11-06 15:09:22,הרב צביקה,דם שפירש אסור
2025-11-06 22:04:19,הרב צביקה,מה שבתוך הפה מותר
2025-12-06 13:29:50,הרב צביקה,מעידים בענייני ממונות ואישות
2025-12-06 13:30:28,הרב צביקה,"אם אכלת כזית לחם, מברכים ברכת המזון"
2025-12-06 16:10:00,הרב צביקה,"בגדים חשובים שחדשים לו, בקנייה של כמה בגדים ביחד מברכים ברכה אחת על כולם"
2025-12-06 16:10:27,הרב צביקה,אם אלו רק שמועות כדאי לנסות לברר את זה.
2025-12-06 16:52:24,הרב צביקה,"לדעת השו""ע בשעת הקנייה (אורח חיים  סימן רכג סעיף ד)"
2025-12-06 16:54:49,הרב צביקה,כן
2025-12-06 17:38:57,הרב צביקה,צריך כשרות
2025-12-06 20:01:17,הרב צביקה,תלוי בתנאים שעשו ביניהם
2025-12-06 21:49:19,הרב צביקה,כי עלולים להוסיף כל מיני דברים
2025-12-06 22:15:02,הרב צביקה,תחכה כמה ימים
2025-12-06 22:26:53,הרב צביקה,לא
